City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Shangqiu,CN,34.45,115.65,56.03,59,100,17.52,overcast clouds
470,Canyon,US,34.9803,-101.9188,60.01,29,100,5.01,overcast clouds
471,Kamenka,RU,51.3223,42.7678,52.86,57,88,12.46,overcast clouds
472,Jalu,LY,29.0331,21.5482,68.9,17,100,9.4,overcast clouds
473,Ust-Maya,RU,60.4167,134.5333,-0.65,99,85,1.19,overcast clouds
474,Paramonga,PE,-10.6667,-77.8333,71.8,76,60,8.52,broken clouds
475,Camocim,BR,-2.9022,-40.8411,79.74,83,48,12.53,scattered clouds
476,Nioro,GM,13.35,-15.75,83.48,34,0,11.52,clear sky
477,Guican,CO,6.4618,-72.4113,53.44,89,100,2.57,overcast clouds
478,Sorland,NO,67.667,12.6934,30.2,86,75,4.61,broken clouds
479,Monze,ZM,-16.2833,27.4833,63.63,72,0,3.44,clear sky
480,Ca Mau,VN,9.1769,105.15,78.91,86,67,2.68,broken clouds
481,Port Hawkesbury,CA,45.6169,-61.3485,39.99,93,90,11.5,mist
482,Razdolinsk,RU,58.4211,94.6658,31.57,97,100,7.27,overcast clouds
483,El Dorado,US,38.7666,-120.5177,70.0,32,91,6.82,overcast clouds
484,Yar-Sale,RU,66.8333,70.8333,27.82,77,36,22.64,scattered clouds
485,Pemba,MZ,-12.974,40.5178,73.4,100,90,5.75,moderate rain
486,Trojes,AL,41.756,19.962,55.4,76,75,3.44,broken clouds
487,Riachao Das Neves,BR,-11.7461,-44.91,77.95,58,100,3.4,overcast clouds
488,Pontes E Lacerda,BR,-15.2261,-59.3353,76.48,82,99,0.58,overcast clouds
489,Aksarka,RU,66.5606,67.7975,29.41,77,76,20.13,broken clouds
490,Lasa,IT,46.6166,10.7002,42.8,74,75,11.5,light snow
491,Matara,LK,5.9485,80.5353,76.98,85,92,2.82,overcast clouds
492,Saint George,US,37.1041,-113.5841,77.0,12,1,3.62,clear sky
493,Rocha,UY,-34.4833,-54.3333,63.18,78,0,2.3,clear sky
494,Puksoozero,RU,62.5903,40.6066,44.46,92,87,9.93,overcast clouds
495,Araouane,ML,18.9048,-3.5265,92.26,8,6,9.95,clear sky
496,Noumea,NC,-22.2763,166.4572,78.01,100,75,3.44,light rain
497,Dharchula,IN,29.85,80.5333,60.08,37,5,7.81,clear sky
498,Vredendal,ZA,-31.6683,18.5012,75.25,29,22,1.34,few clouds
499,Safford,US,32.834,-109.7076,86.0,11,1,6.91,clear sky
500,Menongue,AO,-14.6585,17.691,62.65,61,28,4.81,scattered clouds
501,Kalaleh,IR,37.3807,55.4916,65.12,60,11,4.12,few clouds
502,Isangel,VU,-19.55,169.2667,80.08,79,100,3.87,overcast clouds
503,Armidale,AU,-30.5167,151.65,39.24,72,0,3.78,clear sky
504,Catamarca,AR,-28.4696,-65.7852,75.0,65,6,1.99,clear sky
505,Sechura,PE,-5.5569,-80.8222,80.83,58,38,13.71,scattered clouds
506,Pinahat,IN,26.8839,78.3781,81.72,12,0,4.5,clear sky
507,Port Blair,IN,11.6667,92.75,81.95,77,26,3.89,scattered clouds
508,Nicoya,CR,10.1483,-85.452,91.4,55,40,12.66,scattered clouds
509,Grindavik,IS,63.8424,-22.4338,41.0,93,40,11.5,scattered clouds
510,Passagem Franca,BR,-6.1797,-43.7836,80.62,72,100,2.28,overcast clouds
511,Bac Lieu,VN,9.285,105.7244,81.05,81,62,6.98,broken clouds
512,Waingapu,ID,-9.6567,120.2641,75.38,83,28,4.52,scattered clouds
513,Ullapool,GB,57.8987,-5.1604,32.0,72,0,1.01,clear sky
514,Bathsheba,BB,13.2167,-59.5167,82.4,65,20,16.11,volcanic ash
515,Opuwo,NA,-18.0607,13.84,70.59,34,0,7.0,clear sky
516,Gobabis,NA,-22.45,18.9667,65.39,32,0,10.13,clear sky
517,Olafsvik,IS,64.8945,-23.7142,40.8,85,83,7.83,broken clouds
518,Gravdal,NO,68.1214,13.5031,30.2,86,75,4.61,broken clouds
519,Buala,SB,-8.145,159.5921,81.28,79,86,5.14,light rain
520,Nizwa,OM,22.9333,57.5333,79.12,30,3,1.68,clear sky
521,Doka,SD,13.5167,35.7667,88.03,13,96,8.97,overcast clouds
522,Adre,TD,13.4667,22.2,79.34,7,1,13.98,clear sky
523,Vardo,NO,70.3705,31.1107,23.0,80,0,17.27,clear sky
524,Dandong,CN,40.1292,124.3947,39.24,62,72,17.56,broken clouds
525,Fare,PF,-16.7,-151.0167,81.93,74,98,13.13,overcast clouds
526,Salihorsk,BY,52.7876,27.5415,45.61,80,100,9.01,overcast clouds
527,Sobolevo,RU,54.4299,31.8996,49.03,90,100,5.53,light rain
528,Dibrugarh,IN,27.4833,94.9,70.45,62,4,4.45,clear sky
529,Jardim,BR,-21.4803,-56.1381,78.13,75,84,5.37,broken clouds
530,Yamada,JP,39.4667,141.95,53.87,74,100,18.86,overcast clouds
531,Goderich,CA,43.7501,-81.7165,53.6,82,96,4.61,overcast clouds
532,Namatanai,PG,-3.6667,152.4333,74.84,85,100,11.63,light rain
533,Plettenberg Bay,ZA,-34.0527,23.3716,63.72,83,100,3.18,overcast clouds
534,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,33.8,47,73,15.66,broken clouds
535,Hoopstad,ZA,-27.8327,25.9083,71.44,30,0,2.82,clear sky
536,Peruibe,BR,-24.32,-46.9983,72.39,91,100,5.26,overcast clouds
537,Nabire,ID,-3.3667,135.4833,75.15,87,100,4.99,overcast clouds
538,Bentiu,SS,9.2333,29.8333,82.99,48,100,4.68,overcast clouds
539,Naryan-Mar,RU,67.6713,53.087,31.12,86,100,16.64,overcast clouds
540,Kachug,RU,53.9606,105.8817,25.47,89,12,2.37,few clouds
541,Port Shepstone,ZA,-30.7414,30.455,75.45,82,100,6.76,overcast clouds
542,Gasa,PS,31.5,34.4667,57.2,58,20,3.44,few clouds
543,Aitape,PG,-3.1374,142.3475,76.23,89,100,2.17,overcast clouds
544,Bondowoso,ID,-7.9135,113.8214,71.76,91,12,2.95,few clouds
545,Okha,RU,53.5739,142.9478,19.0,89,100,9.95,light snow
546,Andenes,NO,69.3143,16.1194,30.0,86,20,8.05,light snow
547,Atasu,KZ,48.6814,71.6433,44.96,54,36,10.25,scattered clouds
548,Meulaboh,ID,4.1363,96.1285,77.16,86,91,4.5,overcast clouds
549,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.78,82,79,6.93,broken clouds
550,Stornoway,GB,58.2093,-6.3865,39.2,60,4,4.61,clear sky
551,Qujing,CN,25.4833,103.7833,59.0,64,7,1.99,clear sky
552,Luau,AO,-10.7073,22.2247,61.79,98,90,4.07,overcast clouds
553,Ratnagiri,IN,16.9833,73.3,80.46,78,11,6.33,few clouds
554,El Escorial,ES,40.5914,-4.1474,59.0,57,100,1.86,overcast clouds
555,Rauma,FI,61.1272,21.5113,39.2,93,90,6.91,overcast clouds
556,Warka,PL,51.7843,21.1909,48.0,54,100,3.0,overcast clouds
557,Portland,US,45.5234,-122.6762,64.99,17,20,18.41,few clouds
558,Coffs Harbour,AU,-30.3,153.1333,48.2,93,0,3.44,clear sky
559,Salamiyah,SY,35.0113,37.0532,43.79,80,0,6.91,clear sky
560,Berdigestyakh,RU,62.0989,126.6992,-9.72,100,100,1.14,overcast clouds
561,Dingle,PH,10.9995,122.6711,75.78,86,100,4.23,light rain
562,Letka,RU,59.6011,49.4232,33.55,93,51,4.74,broken clouds
563,Ballater,GB,57.0493,-3.0402,32.0,66,29,1.99,scattered clouds
564,Llanes,ES,43.4198,-4.7549,51.01,70,100,14.72,overcast clouds
565,Kedrovyy,RU,56.1667,91.8167,35.6,93,75,6.71,light rain and snow
566,Garmsar,IR,35.2182,52.3409,70.84,21,22,4.9,few clouds
567,Lukulu,ZM,-14.3707,23.242,64.56,79,49,2.62,scattered clouds
568,Malacky,SK,48.436,17.0219,37.99,82,100,3.0,light rain
569,Vila,PT,42.0304,-8.1588,55.99,58,100,1.99,overcast clouds
570,Nigde,TR,37.8333,34.75,30.02,81,66,0.85,broken clouds
571,Richards Bay,ZA,-28.783,32.0377,71.2,92,48,3.24,scattered clouds
572,Ganzhou,CN,28.8184,115.4327,60.08,93,93,1.05,overcast clouds
573,Coos Bay,US,43.3665,-124.2179,66.99,50,1,23.02,clear sky
574,Port-Cartier,CA,50.0334,-66.8654,50.0,53,40,9.22,scattered clouds
575,Colares,PT,38.7992,-9.4469,62.01,74,100,3.91,light rain
576,Kosh-Agach,RU,50.0,88.6667,24.01,58,38,3.13,scattered clouds
577,Maumere,ID,-8.6199,122.2111,77.9,79,35,4.63,scattered clouds
578,Urumqi,CN,43.801,87.6005,50.0,22,0,11.18,clear sky
579,San Cristobal,VE,7.7669,-72.225,91.4,43,75,18.41,broken clouds
580,Alberton,CA,46.8168,-64.0654,37.4,93,100,19.57,overcast clouds
581,Tomatlan,MX,19.9333,-105.25,87.84,38,1,11.59,clear sky
582,Kasongo,CD,-4.45,26.6667,68.7,96,100,1.59,light rain
583,Sakakah,SA,29.9697,40.2064,64.4,22,0,9.22,clear sky
584,Kudahuvadhoo,MV,2.6708,72.8944,81.73,75,42,5.48,scattered clouds
585,Maragogi,BR,-9.0122,-35.2225,78.51,82,79,6.69,broken clouds
586,Kyren,RU,51.6828,102.1408,28.2,81,85,1.16,overcast clouds
587,Khromtau,KZ,50.2503,58.4347,33.35,63,13,10.38,few clouds
588,Salalah,OM,17.0151,54.0924,82.4,69,20,5.75,few clouds
589,Znamenskoye,RU,57.1281,73.8282,29.93,94,1,4.47,clear sky
590,Progreso,MX,21.2833,-89.6667,105.8,31,75,8.05,broken clouds
591,Coracora,PE,-15.0333,-73.7833,57.06,71,83,5.97,broken clouds
592,Tocopilla,CL,-22.092,-70.1979,71.4,64,54,6.53,broken clouds
593,Orahovac,XK,42.3994,20.6547,57.2,28,75,25.32,broken clouds
594,Longyearbyen,SJ,78.2186,15.6401,12.2,62,40,8.05,scattered clouds
595,Quatre Cocos,MU,-20.2078,57.7625,75.2,94,75,4.61,moderate rain
596,Zhezkazgan,KZ,47.8043,67.7144,45.9,58,0,17.22,clear sky
597,Obregon,NI,11.9566,-85.9636,96.8,44,20,6.91,few clouds
598,Moa,CU,20.6569,-74.9403,82.87,65,25,7.56,scattered clouds
599,Santa Rosalia,MX,27.3167,-112.2833,79.39,31,0,0.74,clear sky
600,Zelenets,RU,61.8849,50.7489,41.0,30,0,8.95,clear sky
601,Jizan,SA,17.3333,42.6667,84.2,65,0,3.44,clear sky
602,Castlebar,IE,53.85,-9.3,46.0,25,59,3.09,broken clouds
603,Banyo,CM,6.75,11.8167,67.26,79,100,9.26,light rain
604,Kishorganj,BD,24.4333,90.7667,78.01,45,70,2.53,broken clouds
605,Linxia,CN,35.6003,103.2064,43.65,76,81,3.31,broken clouds
606,Liverpool,GB,53.4106,-2.9779,42.8,61,0,5.75,clear sky
607,Tshela,CD,-4.9833,12.9333,74.52,97,100,0.69,overcast clouds
608,Aksu,CN,41.1231,80.2644,56.98,38,100,15.86,light rain
609,Huercal-Overa,ES,37.389,-1.9454,55.0,84,100,3.0,overcast clouds
610,Mindelo,CV,16.8901,-24.9804,73.4,73,75,23.02,broken clouds
611,Akyab,MM,20.15,92.9,78.71,82,8,5.08,clear sky
612,Mondlo,ZA,-27.983,30.7177,61.23,63,2,3.83,clear sky
613,Dubbo,AU,-32.25,148.6167,35.6,93,1,6.91,clear sky
614,Nurota,UZ,40.5614,65.6886,51.8,50,7,2.3,clear sky
615,Pemangkat,ID,1.1667,108.9667,77.13,84,98,3.83,overcast clouds
616,Karlstad,SE,59.3793,13.5036,33.8,100,75,5.75,broken clouds
617,Veraval,IN,20.9,70.3667,80.35,56,2,14.9,clear sky
618,Strezhevoy,RU,60.7333,77.5889,32.0,74,0,4.47,clear sky
619,Blagoyevo,RU,63.3667,47.9167,41.76,88,99,11.01,overcast clouds
620,Saint-Pierre,RE,-21.3393,55.4781,80.6,74,90,5.75,moderate rain
621,Kismayo,SO,-0.3582,42.5454,81.95,75,13,9.31,few clouds
622,Nipawin,CA,53.3668,-104.0009,33.8,51,1,24.16,clear sky
623,Leshukonskoye,RU,64.8989,45.7622,42.28,86,100,10.74,overcast clouds
624,Camacha,PT,33.0833,-16.3333,66.2,94,20,7.47,few clouds
625,Catalina,US,32.5056,-110.9211,89.01,14,0,1.99,clear sky
626,Ibra,OM,22.6906,58.5334,76.17,51,0,3.38,clear sky
627,Shepsi,RU,44.0361,39.1489,47.77,88,100,2.77,light rain
628,Tateyama,JP,34.9833,139.8667,57.2,82,75,6.91,light rain
629,Rajapur,IN,25.3833,81.15,84.22,9,0,4.7,clear sky
630,Aksarayskiy,RU,46.7924,48.0119,55.4,54,0,8.95,clear sky
631,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.01,79,75,2.68,moderate rain
632,Garza Garcia,MX,25.6667,-100.4,82.4,51,20,9.22,few clouds
633,Bardiyah,LY,31.7561,25.0865,58.68,65,4,11.32,clear sky
634,Sibolga,ID,1.7427,98.7792,75.13,89,54,3.44,broken clouds
635,Wajir,KE,1.7471,40.0573,80.58,66,53,9.19,broken clouds
636,Mahanoro,MG,-19.9,48.8,73.54,92,93,5.75,light rain
637,Alice Springs,AU,-23.7,133.8833,51.8,58,99,3.44,overcast clouds
638,Itaituba,BR,-4.2761,-55.9836,87.8,66,20,5.75,few clouds
639,Inongo,CD,-1.95,18.2667,73.08,84,77,6.85,broken clouds
640,Raga,SS,8.4596,25.678,76.17,71,43,8.59,scattered clouds
641,Floresta,BR,-8.6011,-38.5686,80.91,58,99,11.83,overcast clouds
642,Rassvet,RU,46.8333,40.75,49.84,96,100,4.34,overcast clouds
643,Balykshi,KZ,47.0667,51.8667,51.8,25,0,13.42,clear sky
644,Kangaatsiaq,GL,68.3065,-53.4641,33.26,86,100,34.99,light snow
645,Evanston,US,42.0411,-87.6901,62.6,44,20,20.71,few clouds
646,Huntsville,US,34.7304,-86.5861,79.0,31,1,4.61,clear sky
647,Honiara,SB,-9.4333,159.95,79.84,82,83,2.8,broken clouds
648,Homer,US,59.6425,-151.5483,42.8,75,75,4.09,light snow
649,Neiafu,TO,-18.65,-173.9833,75.2,100,40,2.3,light rain
650,Volchikha,RU,52.0333,80.3833,36.95,67,59,5.08,broken clouds
651,Novikovo,RU,51.1537,37.8879,54.93,68,85,8.23,overcast clouds
652,De-Kastri,RU,51.4667,140.7833,25.21,94,100,12.73,snow
653,Guthrie,US,35.8789,-97.4253,64.99,34,1,11.5,clear sky
654,Sovetskiy,RU,61.3614,63.5842,33.17,90,41,6.35,scattered clouds
655,Kefamenanu,ID,-9.4467,124.4781,68.27,88,89,2.35,overcast clouds
656,Padang,ID,-0.9492,100.3543,76.86,82,100,2.8,overcast clouds
657,Sakaiminato,JP,35.55,133.2333,60.8,67,90,28.77,overcast clouds
658,Nago,JP,26.5881,127.9761,71.6,88,90,7.47,overcast clouds
659,Kirksville,US,40.1948,-92.5833,60.01,41,1,12.66,clear sky
660,Arkhangelsk,RU,64.5401,40.5433,48.2,46,20,8.95,few clouds
661,Remanso,BR,-9.6179,-42.0831,82.15,47,100,2.42,overcast clouds
662,Daru,PG,-9.0763,143.2092,76.37,84,83,4.38,broken clouds
663,Payo,ID,-3.7508,103.6372,72.0,96,100,1.59,overcast clouds
664,Tarko-Sale,RU,64.9225,77.785,34.0,81,99,5.99,overcast clouds
665,Yaan,NG,7.3833,8.5667,89.42,37,97,3.18,overcast clouds
666,Fershampenuaz,RU,53.5202,59.8117,43.86,97,100,6.26,overcast clouds
667,Sangmelima,CM,2.9333,11.9833,70.11,93,91,2.46,overcast clouds
668,Severnyy-Kospashskiy,RU,59.0925,57.8008,24.01,59,8,2.73,clear sky
669,Xichang,CN,27.8964,102.2634,54.0,80,12,2.62,few clouds
670,Emerald,AU,-23.5333,148.1667,59.0,36,0,12.66,clear sky
671,Viedma,AR,-40.8135,-62.9967,79.54,27,4,8.79,clear sky
672,Xining,CN,36.6167,101.7667,38.05,77,70,2.08,broken clouds
673,Praia Da Vitoria,PT,38.7333,-27.0667,62.6,94,40,22.68,scattered clouds
674,Rumoi,JP,43.9344,141.6428,45.82,82,100,11.61,light rain
675,Casa Nova,BR,-9.4167,-41.1333,91.4,38,75,8.05,broken clouds
676,Chegutu,ZW,-18.1302,30.1407,64.04,50,5,10.29,clear sky
677,Aykhal,RU,66.0,111.5,10.58,99,100,10.16,overcast clouds
678,Alta Floresta,BR,-9.8756,-56.0861,89.6,55,40,3.44,scattered clouds
679,North Battleford,CA,52.7834,-108.2847,41.0,28,1,16.11,clear sky
680,Basco,PH,20.4487,121.9702,77.4,83,52,15.68,broken clouds
681,Talara,PE,-4.5772,-81.2719,86.0,58,0,17.27,clear sky
682,Bhuj,IN,23.2667,69.6667,79.2,36,0,10.31,clear sky
683,Coahuayana,MX,18.7333,-103.6833,82.4,54,1,11.5,clear sky
684,Saryagash,KZ,41.4511,69.1701,51.8,71,0,2.3,clear sky
685,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,80.1,68,100,3.38,overcast clouds
686,Umm Kaddadah,SD,13.6017,26.6876,73.38,6,100,12.91,overcast clouds
687,Yumen,CN,40.2833,97.2,34.63,84,92,7.83,light snow
688,Waipawa,NZ,-41.4122,175.5153,66.2,77,75,21.85,broken clouds
689,Nchelenge,ZM,-9.3451,28.734,69.37,88,100,6.73,moderate rain
690,Tacna,PE,-18.0056,-70.2483,69.8,64,0,12.66,clear sky
691,Hailar,CN,49.2,119.7,18.09,43,3,5.44,clear sky
692,Neuquen,AR,-38.9516,-68.0591,86.0,28,0,5.75,clear sky
693,Kralendijk,BQ,12.15,-68.2667,84.2,74,75,19.57,broken clouds
694,Athabasca,CA,54.7169,-113.2854,39.2,45,16,3.44,few clouds
695,Valdivia,CL,-39.8142,-73.2459,71.6,60,0,11.5,clear sky
696,Mokhsogollokh,RU,61.4681,128.9203,0.0,99,100,2.8,overcast clouds
697,Priargunsk,RU,50.3691,119.1012,20.46,33,1,3.76,clear sky
698,Venice,US,27.0998,-82.4543,81.0,65,1,13.8,clear sky
699,Hambantota,LK,6.1241,81.1185,78.49,81,56,3.0,broken clouds
700,Borskoye,RU,53.0333,51.7167,48.9,89,81,6.93,broken clouds
701,Kavieng,PG,-2.5744,150.7967,77.92,76,100,13.31,light rain
702,Akdagmadeni,TR,39.6603,35.8836,32.88,85,82,3.22,broken clouds
703,Shu,KZ,43.5983,73.7614,57.99,62,9,5.99,clear sky
704,Pychas,RU,56.5033,52.4409,41.0,78,100,4.25,overcast clouds
705,Haines Junction,CA,60.7522,-137.5108,46.4,27,47,4.61,scattered clouds
